studyTitle,studyYear,studyJournal,studyVolume,studyPages,eventDate,eventYear,eventLocation.country,eventLocation.degreesLat,eventLocation.minutesLat,eventLocation.secondsLat,eventLocation.degreesLon,eventLocation.minutesLon,eventLocation.secondsLon,lat,long,vertebrateClass,speciesName,Egg,Larva,Juvenile,Adult,speciesAffectedType,populationType,screeningReason,numInvolved,totalAnimalsTested,totalAnimalsConfirmedInfected,totalAnimalsConfirmedDiseased,Isolation,EM,PCR,qPCR,Sequencing,genBankAccessionNumbers,ranaSpecies,Year,speciesGenus,Genus,Order,Family
Ranavirus genotypes in the Netherlands and their potential association with virulence in water frogs (Pelophylax spp.).,2018,Emerging Microbes & Infections,7,1--4,06/15/2016,2016,Netherlands,52,47,23.64,6,22,12.36,52.7899,6.3701,amphibian,Pelophylax spp.,0,0,1,1,native,wild,routine,NA,8,0,NA,0,0,1,1,1,NA,CMTV,2016,Pelophylax,Pelophylax,Anura,Ranidae
Ranavirus genotypes in the Netherlands and their potential association with virulence in water frogs (Pelophylax spp.).,2018,Emerging Microbes & Infections,7,1--4,06/29/2016,2016,Netherlands,52,47,23.64,6,22,12.36,52.7899,6.3701,amphibian,Pelophylax spp.,0,0,1,1,native,wild,routine,NA,3,1,NA,0,0,1,1,1,NA,CMTV,2016,Pelophylax,Pelophylax,Anura,Ranidae
Ranavirus genotypes in the Netherlands and their potential association with virulence in water frogs (Pelophylax spp.).,2018,Emerging Microbes & Infections,7,1--4,07/13/2016,2016,Netherlands,52,47,23.64,6,22,12.36,52.7899,6.3701,amphibian,Pelophylax spp.,0,0,1,1,native,wild,routine,NA,19,6,NA,0,0,1,1,1,NA,CMTV,2016,Pelophylax,Pelophylax,Anura,Ranidae
Ranavirus genotypes in the Netherlands and their potential association with virulence in water frogs (Pelophylax spp.).,2018,Emerging Microbes & Infections,7,1--4,07/28/2016,2016,Netherlands,52,47,23.64,6,22,12.36,52.7899,6.3701,amphibian,Pelophylax spp.,0,0,1,1,native,wild,routine,NA,14,0,NA,0,0,1,1,1,NA,CMTV,2016,Pelophylax,Pelophylax,Anura,Ranidae
Ranavirus genotypes in the Netherlands and their potential association with virulence in water frogs (Pelophylax spp.).,2018,Emerging Microbes & Infections,7,1--4,08/10/2016,2016,Netherlands,52,47,23.64,6,22,12.36,52.7899,6.3701,amphibian,Pelophylax spp.,0,0,1,1,native,wild,routine,NA,16,1,NA,0,0,1,1,1,NA,CMTV,2016,Pelophylax,Pelophylax,Anura,Ranidae
Ranavirus genotypes in the Netherlands and their potential association with virulence in water frogs (Pelophylax spp.).,2018,Emerging Microbes & Infections,7,1--4,08/24/2016,2016,Netherlands,52,47,23.64,6,22,12.36,52.7899,6.3701,amphibian,Pelophylax spp.,0,0,1,1,native,wild,routine,NA,7,0,NA,0,0,1,1,1,NA,CMTV,2016,Pelophylax,Pelophylax,Anura,Ranidae
Ranavirus genotypes in the Netherlands and their potential association with virulence in water frogs (Pelophylax spp.).,2018,Emerging Microbes & Infections,7,1--4,07/13/2016,2016,Netherlands,52,47,23.64,6,22,12.36,52.7899,6.3701,amphibian,Lissotriton vulgaris,0,0,1,1,native,wild,routine,NA,1,1,NA,0,0,1,1,1,NA,CMTV,2016,Lissotriton,Lissotriton,Urodela,Salamandridae
Ranavirus genotypes in the Netherlands and their potential association with virulence in water frogs (Pelophylax spp.).,2018,Emerging Microbes & Infections,7,1--4,08/10/2016,2016,Netherlands,52,47,23.64,6,22,12.36,52.7899,6.3701,amphibian,Lissotriton vulgaris,0,0,1,1,native,wild,routine,NA,1,0,NA,0,0,1,1,1,NA,CMTV,2016,Lissotriton,Lissotriton,Urodela,Salamandridae
Ranavirus genotypes in the Netherlands and their potential association with virulence in water frogs (Pelophylax spp.).,2018,Emerging Microbes & Infections,7,1--4,06/01/2016,2016,Netherlands,51,9,59.5296,6,1,41.6892,51.166536,6.028247,amphibian,Pelophylax spp.,0,0,1,1,native,wild,routine,NA,4,0,NA,0,0,1,1,1,NA,CMTV,2016,Pelophylax,Pelophylax,Anura,Ranidae
Ranavirus genotypes in the Netherlands and their potential association with virulence in water frogs (Pelophylax spp.).,2018,Emerging Microbes & Infections,7,1--4,06/15/2016,2016,Netherlands,51,9,59.5296,6,1,41.6892,51.166536,6.028247,amphibian,Pelophylax spp.,0,0,1,1,native,wild,routine,NA,6,0,NA,0,0,1,1,1,NA,CMTV,2016,Pelophylax,Pelophylax,Anura,Ranidae
Ranavirus genotypes in the Netherlands and their potential association with virulence in water frogs (Pelophylax spp.).,2018,Emerging Microbes & Infections,7,1--4,06/29/2016,2016,Netherlands,51,9,59.5296,6,1,41.6892,51.166536,6.028247,amphibian,Pelophylax spp.,0,0,1,1,native,wild,routine,NA,7,0,NA,0,0,1,1,1,NA,CMTV,2016,Pelophylax,Pelophylax,Anura,Ranidae
Ranavirus genotypes in the Netherlands and their potential association with virulence in water frogs (Pelophylax spp.).,2018,Emerging Microbes & Infections,7,1--4,07/13/2016,2016,Netherlands,51,9,59.5296,6,1,41.6892,51.166536,6.028247,amphibian,Pelophylax spp.,0,0,1,1,native,wild,routine,NA,4,1,NA,0,0,1,1,1,NA,CMTV,2016,Pelophylax,Pelophylax,Anura,Ranidae
Ranavirus genotypes in the Netherlands and their potential association with virulence in water frogs (Pelophylax spp.).,2018,Emerging Microbes & Infections,7,1--4,07/28/2016,2016,Netherlands,51,9,59.5296,6,1,41.6892,51.166536,6.028247,amphibian,Pelophylax spp.,0,0,1,1,native,wild,routine,NA,18,0,NA,0,0,1,1,1,NA,CMTV,2016,Pelophylax,Pelophylax,Anura,Ranidae
Ranavirus genotypes in the Netherlands and their potential association with virulence in water frogs (Pelophylax spp.).,2018,Emerging Microbes & Infections,7,1--4,08/10/2016,2016,Netherlands,51,9,59.5296,6,1,41.6892,51.166536,6.028247,amphibian,Pelophylax spp.,0,0,1,1,native,wild,routine,NA,19,10,NA,0,0,1,1,1,NA,CMTV,2016,Pelophylax,Pelophylax,Anura,Ranidae
Ranavirus genotypes in the Netherlands and their potential association with virulence in water frogs (Pelophylax spp.).,2018,Emerging Microbes & Infections,7,1--4,08/21/2016,2016,Netherlands,51,9,59.5296,6,1,41.6892,51.166536,6.028247,amphibian,Pelophylax spp.,0,0,1,1,native,wild,routine,NA,15,0,NA,0,0,1,1,1,NA,CMTV,2016,Pelophylax,Pelophylax,Anura,Ranidae
Ranavirus genotypes in the Netherlands and their potential association with virulence in water frogs (Pelophylax spp.).,2018,Emerging Microbes & Infections,7,1--4,06/01/2016,2016,Netherlands,51,9,59.5296,6,1,41.6892,51.166536,6.028247,amphibian,Lissotriton vulgaris,0,0,1,1,native,wild,routine,NA,2,0,NA,0,0,1,1,1,NA,CMTV,2016,Lissotriton,Lissotriton,Urodela,Salamandridae
Ranavirus genotypes in the Netherlands and their potential association with virulence in water frogs (Pelophylax spp.).,2018,Emerging Microbes & Infections,7,1--4,06/29/2016,2016,Netherlands,51,9,59.5296,6,1,41.6892,51.166536,6.028247,amphibian,Lissotriton vulgaris,0,0,1,1,native,wild,routine,NA,2,0,NA,0,0,1,1,1,NA,CMTV,2016,Lissotriton,Lissotriton,Urodela,Salamandridae
Ranavirus genotypes in the Netherlands and their potential association with virulence in water frogs (Pelophylax spp.).,2018,Emerging Microbes & Infections,7,1--4,06/01/2016,2016,Netherlands,51,9,55.692,6,2,9.3588,51.16547,6.035933,amphibian,Pelophylax spp.,0,0,1,1,native,wild,routine,NA,10,0,NA,0,0,1,1,1,NA,CMTV,2016,Pelophylax,Pelophylax,Anura,Ranidae
Ranavirus genotypes in the Netherlands and their potential association with virulence in water frogs (Pelophylax spp.).,2018,Emerging Microbes & Infections,7,1--4,06/15/2016,2016,Netherlands,51,9,55.692,6,2,9.3588,51.16547,6.035933,amphibian,Pelophylax spp.,0,0,1,1,native,wild,routine,NA,15,0,NA,0,0,1,1,1,NA,CMTV,2016,Pelophylax,Pelophylax,Anura,Ranidae
Ranavirus genotypes in the Netherlands and their potential association with virulence in water frogs (Pelophylax spp.).,2018,Emerging Microbes & Infections,7,1--4,06/29/2016,2016,Netherlands,51,9,55.692,6,2,9.3588,51.16547,6.035933,amphibian,Pelophylax spp.,0,0,1,1,native,wild,routine,NA,7,0,NA,0,0,1,1,1,NA,CMTV,2016,Pelophylax,Pelophylax,Anura,Ranidae
Ranavirus genotypes in the Netherlands and their potential association with virulence in water frogs (Pelophylax spp.).,2018,Emerging Microbes & Infections,7,1--4,07/13/2016,2016,Netherlands,51,9,55.692,6,2,9.3588,51.16547,6.035933,amphibian,Pelophylax spp.,0,0,1,1,native,wild,routine,NA,3,0,NA,0,0,1,1,1,NA,CMTV,2016,Pelophylax,Pelophylax,Anura,Ranidae
Ranavirus genotypes in the Netherlands and their potential association with virulence in water frogs (Pelophylax spp.).,2018,Emerging Microbes & Infections,7,1--4,07/28/2016,2016,Netherlands,51,9,55.692,6,2,9.3588,51.16547,6.035933,amphibian,Pelophylax spp.,0,0,1,1,native,wild,routine,NA,16,0,NA,0,0,1,1,1,NA,CMTV,2016,Pelophylax,Pelophylax,Anura,Ranidae
Ranavirus genotypes in the Netherlands and their potential association with virulence in water frogs (Pelophylax spp.).,2018,Emerging Microbes & Infections,7,1--4,08/10/2016,2016,Netherlands,51,9,55.692,6,2,9.3588,51.16547,6.035933,amphibian,Pelophylax spp.,0,0,1,1,native,wild,routine,NA,19,0,NA,0,0,1,1,1,NA,CMTV,2016,Pelophylax,Pelophylax,Anura,Ranidae
Ranavirus genotypes in the Netherlands and their potential association with virulence in water frogs (Pelophylax spp.).,2018,Emerging Microbes & Infections,7,1--4,08/21/2016,2016,Netherlands,51,9,55.692,6,2,9.3588,51.16547,6.035933,amphibian,Pelophylax spp.,0,0,1,1,native,wild,routine,NA,17,0,NA,0,0,1,1,1,NA,CMTV,2016,Pelophylax,Pelophylax,Anura,Ranidae
Ranavirus genotypes in the Netherlands and their potential association with virulence in water frogs (Pelophylax spp.).,2018,Emerging Microbes & Infections,7,1--4,06/01/2016,2016,Netherlands,51,9,55.692,6,2,9.3588,51.16547,6.035933,amphibian,Ichthyosaura alpestris,0,0,1,1,native,wild,routine,NA,1,0,NA,0,0,1,1,1,NA,CMTV,2016,Ichthyosaura,Ichthyosaura,Urodela,Salamandridae
Ranavirus genotypes in the Netherlands and their potential association with virulence in water frogs (Pelophylax spp.).,2018,Emerging Microbes & Infections,7,1--4,06/01/2016,2016,Netherlands,51,9,55.692,6,2,9.3588,51.16547,6.035933,amphibian,Rana temporaria,0,0,1,1,native,wild,routine,NA,2,0,NA,0,0,1,1,1,NA,CMTV,2016,Rana,Rana,Anura,Ranidae
Ranavirus genotypes in the Netherlands and their potential association with virulence in water frogs (Pelophylax spp.).,2018,Emerging Microbes & Infections,7,1--4,06/01/2016,2016,Netherlands,51,9,55.692,6,2,9.3588,51.16547,6.035933,amphibian,Lissotriton vulgaris,0,0,1,1,native,wild,routine,NA,10,0,NA,0,0,1,1,1,NA,CMTV,2016,Lissotriton,Lissotriton,Urodela,Salamandridae
Ranavirus genotypes in the Netherlands and their potential association with virulence in water frogs (Pelophylax spp.).,2018,Emerging Microbes & Infections,7,1--4,06/15/2016,2016,Netherlands,51,9,55.692,6,2,9.3588,51.16547,6.035933,amphibian,Lissotriton vulgaris,0,0,1,1,native,wild,routine,NA,12,0,NA,0,0,1,1,1,NA,CMTV,2016,Lissotriton,Lissotriton,Urodela,Salamandridae
Ranavirus genotypes in the Netherlands and their potential association with virulence in water frogs (Pelophylax spp.).,2018,Emerging Microbes & Infections,7,1--4,06/29/2016,2016,Netherlands,51,9,55.692,6,2,9.3588,51.16547,6.035933,amphibian,Lissotriton vulgaris,0,0,1,1,native,wild,routine,NA,4,0,NA,0,0,1,1,1,NA,CMTV,2016,Lissotriton,Lissotriton,Urodela,Salamandridae
Ranavirus genotypes in the Netherlands and their potential association with virulence in water frogs (Pelophylax spp.).,2018,Emerging Microbes & Infections,7,1--4,07/13/2016,2016,Netherlands,51,9,55.692,6,2,9.3588,51.16547,6.035933,amphibian,Lissotriton vulgaris,0,0,1,1,native,wild,routine,NA,1,0,NA,0,0,1,1,1,NA,CMTV,2016,Lissotriton,Lissotriton,Urodela,Salamandridae
Ranavirus genotypes in the Netherlands and their potential association with virulence in water frogs (Pelophylax spp.).,2018,Emerging Microbes & Infections,7,1--4,06/15/2016,2016,Netherlands,51,9,55.692,6,2,9.3588,51.16547,6.035933,amphibian,Bufo bufo,0,0,1,1,native,wild,routine,NA,1,0,NA,0,0,1,1,1,NA,CMTV,2016,Bufo,Bufo,Anura,Bufonidae
Ranavirus genotypes in the Netherlands and their potential association with virulence in water frogs (Pelophylax spp.).,2018,Emerging Microbes & Infections,7,1--4,06/01/2016,2016,Netherlands,51,9,58.9788,6,1,41.7144,51.166383,6.028254,amphibian,Pelophylax spp.,0,0,1,1,native,wild,routine,NA,15,0,NA,0,0,1,1,1,NA,CMTV,2016,Pelophylax,Pelophylax,Anura,Ranidae
Ranavirus genotypes in the Netherlands and their potential association with virulence in water frogs (Pelophylax spp.).,2018,Emerging Microbes & Infections,7,1--4,06/15/2016,2016,Netherlands,51,9,58.9788,6,1,41.7144,51.166383,6.028254,amphibian,Pelophylax spp.,0,0,1,1,native,wild,routine,NA,5,0,NA,0,0,1,1,1,NA,CMTV,2016,Pelophylax,Pelophylax,Anura,Ranidae
Ranavirus genotypes in the Netherlands and their potential association with virulence in water frogs (Pelophylax spp.).,2018,Emerging Microbes & Infections,7,1--4,06/29/2016,2016,Netherlands,51,9,58.9788,6,1,41.7144,51.166383,6.028254,amphibian,Pelophylax spp.,0,0,1,1,native,wild,routine,NA,8,0,NA,0,0,1,1,1,NA,CMTV,2016,Pelophylax,Pelophylax,Anura,Ranidae
Ranavirus genotypes in the Netherlands and their potential association with virulence in water frogs (Pelophylax spp.).,2018,Emerging Microbes & Infections,7,1--4,07/13/2016,2016,Netherlands,51,9,58.9788,6,1,41.7144,51.166383,6.028254,amphibian,Pelophylax spp.,0,0,1,1,native,wild,routine,NA,1,0,NA,0,0,1,1,1,NA,CMTV,2016,Pelophylax,Pelophylax,Anura,Ranidae
Ranavirus genotypes in the Netherlands and their potential association with virulence in water frogs (Pelophylax spp.).,2018,Emerging Microbes & Infections,7,1--4,07/28/2016,2016,Netherlands,51,9,58.9788,6,1,41.7144,51.166383,6.028254,amphibian,Pelophylax spp.,0,0,1,1,native,wild,routine,NA,11,0,NA,0,0,1,1,1,NA,CMTV,2016,Pelophylax,Pelophylax,Anura,Ranidae
Ranavirus genotypes in the Netherlands and their potential association with virulence in water frogs (Pelophylax spp.).,2018,Emerging Microbes & Infections,7,1--4,08/10/2016,2016,Netherlands,51,9,58.9788,6,1,41.7144,51.166383,6.028254,amphibian,Pelophylax spp.,0,0,1,1,native,wild,routine,NA,13,1,NA,0,0,1,1,1,NA,CMTV,2016,Pelophylax,Pelophylax,Anura,Ranidae
Ranavirus genotypes in the Netherlands and their potential association with virulence in water frogs (Pelophylax spp.).,2018,Emerging Microbes & Infections,7,1--4,08/21/2016,2016,Netherlands,51,9,58.9788,6,1,41.7144,51.166383,6.028254,amphibian,Pelophylax spp.,0,0,1,1,native,wild,routine,NA,16,0,NA,0,0,1,1,1,NA,CMTV,2016,Pelophylax,Pelophylax,Anura,Ranidae
Ranavirus genotypes in the Netherlands and their potential association with virulence in water frogs (Pelophylax spp.).,2018,Emerging Microbes & Infections,7,1--4,06/01/2016,2016,Netherlands,51,9,58.9788,6,1,41.7144,51.166383,6.028254,amphibian,Lissotriton vulgaris,0,0,1,1,native,wild,routine,NA,10,0,NA,0,0,1,1,1,NA,CMTV,2016,Lissotriton,Lissotriton,Urodela,Salamandridae
Ranavirus genotypes in the Netherlands and their potential association with virulence in water frogs (Pelophylax spp.).,2018,Emerging Microbes & Infections,7,1--4,06/15/2016,2016,Netherlands,51,9,58.9788,6,1,41.7144,51.166383,6.028254,amphibian,Lissotriton vulgaris,0,0,1,1,native,wild,routine,NA,12,0,NA,0,0,1,1,1,NA,CMTV,2016,Lissotriton,Lissotriton,Urodela,Salamandridae
Ranavirus genotypes in the Netherlands and their potential association with virulence in water frogs (Pelophylax spp.).,2018,Emerging Microbes & Infections,7,1--4,06/29/2016,2016,Netherlands,51,9,58.9788,6,1,41.7144,51.166383,6.028254,amphibian,Lissotriton vulgaris,0,0,1,1,native,wild,routine,NA,2,0,NA,0,0,1,1,1,NA,CMTV,2016,Lissotriton,Lissotriton,Urodela,Salamandridae
Ranavirus genotypes in the Netherlands and their potential association with virulence in water frogs (Pelophylax spp.).,2018,Emerging Microbes & Infections,7,1--4,06/01/2016,2016,Netherlands,51,9,58.9788,6,1,41.7144,51.166383,6.028254,amphibian,Ichthyosaura alpestris,0,0,1,1,native,wild,routine,NA,2,0,NA,0,0,1,1,1,NA,CMTV,2016,Ichthyosaura,Ichthyosaura,Urodela,Salamandridae
Ranavirus genotypes in the Netherlands and their potential association with virulence in water frogs (Pelophylax spp.).,2018,Emerging Microbes & Infections,7,1--4,07/13/2016,2016,Netherlands,51,9,58.9788,6,1,41.7144,51.166383,6.028254,amphibian,Bufo bufo,0,0,1,1,native,wild,routine,NA,1,0,NA,0,0,1,1,1,NA,CMTV,2016,Bufo,Bufo,Anura,Bufonidae
"Ranavirus causes mass die-offs of alpine amphibians in the southwestern Alps, France",2016,Journal of Wildilfie Diseases,52,242-52,07/01/2012,2012,France,44,4,55,7,22,30,44.08194444,7.375,amphibian,Rana temporaria,0,0,0,1,native,wild,mortality,NA,1,1,NA,1,0,1,0,1,NA,CMTV,2012,Rana,Rana,Anura,Ranidae
"Ranavirus causes mass die-offs of alpine amphibians in the southwestern Alps, France",2016,Journal of Wildilfie Diseases,52,242-52,07/01/2012,2012,France,44,19,55,6,46,32,44.33194444,6.775555556,amphibian,Rana temporaria,0,0,0,1,native,wild,mortality,NA,2,2,NA,1,0,1,0,1,NA,CMTV,2012,Rana,Rana,Anura,Ranidae
"Ranavirus causes mass die-offs of alpine amphibians in the southwestern Alps, France",2016,Journal of Wildilfie Diseases,52,242-52,07/01/2012,2012,France,44,3,58,7,26,29,44.06611111,7.441388889,amphibian,Rana temporaria,0,0,1,1,native,wild,mortality,NA,15,15,NA,1,0,1,0,1,NA,CMTV,2012,Rana,Rana,Anura,Ranidae
Screening of a long-term sample set reveals two Ranavirus lineages in British herpetofauna.,2017,PLoS One,12,e0184768,01/01/2009,2009,United Kingdom,51,11,25.23516,0,6,3.40992,51.1903431,-0.1009472,amphibian,Rana temporaria,0,0,1,1,native,wild,mortality,NA,1,1,NA,0,0,1,1,1,NA,FV3,2009,Rana,Rana,Anura,Ranidae
Screening of a long-term sample set reveals two Ranavirus lineages in British herpetofauna.,2017,PLoS One,12,e0184768,01/01/2010,2010,United Kingdom,51,21,34.0038,0,6,6.84792,51.3594455,-0.1019022,amphibian,Rana temporaria,0,0,1,1,native,wild,mortality,NA,3,3,NA,0,0,1,1,1,NA,FV3,2010,Rana,Rana,Anura,Ranidae
Screening of a long-term sample set reveals two Ranavirus lineages in British herpetofauna.,2017,PLoS One,12,e0184768,01/01/2009,2009,United Kingdom,51,29,0.32388,0,6,34.91172,51.4834233,-0.1096977,amphibian,Bufo bufo,0,0,1,1,native,wild,mortality,NA,1,0,NA,0,0,1,1,1,NA,NA,2009,Bufo,Bufo,Anura,Bufonidae
Screening of a long-term sample set reveals two Ranavirus lineages in British herpetofauna.,2017,PLoS One,12,e0184768,01/01/2016,2016,United Kingdom,51,31,19.8498,0,6,38.96136,51.5221805,-0.1108226,amphibian,Rana temporaria,0,0,1,1,native,wild,mortality,NA,1,0,NA,0,0,1,1,1,NA,NA,2016,Rana,Rana,Anura,Ranidae
Screening of a long-term sample set reveals two Ranavirus lineages in British herpetofauna.,2017,PLoS One,12,e0184768,01/01/2015,2015,United Kingdom,51,31,42.42324,0,6,51.30324,51.5284509,-0.1142509,amphibian,Rana temporaria,0,0,1,1,native,wild,mortality,NA,2,0,NA,0,0,1,1,1,NA,NA,2015,Rana,Rana,Anura,Ranidae
Screening of a long-term sample set reveals two Ranavirus lineages in British herpetofauna.,2017,PLoS One,12,e0184768,01/01/2015,2015,United Kingdom,51,23,59.22024,0,7,1.0128,51.3997834,-0.116948,amphibian,Rana temporaria,0,0,1,1,native,wild,mortality,NA,3,0,NA,0,0,1,1,1,NA,NA,2015,Rana,Rana,Anura,Ranidae
Screening of a long-term sample set reveals two Ranavirus lineages in British herpetofauna.,2017,PLoS One,12,e0184768,01/01/2007,2007,United Kingdom,51,35,23.93268,0,7,11.9028,51.5899813,-0.119973,amphibian,Rana temporaria,0,0,1,1,native,wild,mortality,NA,2,0,NA,0,0,1,1,1,NA,NA,2007,Rana,Rana,Anura,Ranidae
Screening of a long-term sample set reveals two Ranavirus lineages in British herpetofauna.,2017,PLoS One,12,e0184768,01/01/1993,1993,United Kingdom,51,9,41.20704,0,7,22.49004,51.1614464,-0.1229139,amphibian,Rana temporaria,0,0,1,1,native,wild,mortality,NA,3,3,NA,0,0,1,1,1,NA,FV3,1993,Rana,Rana,Anura,Ranidae
Screening of a long-term sample set reveals two Ranavirus lineages in British herpetofauna.,2017,PLoS One,12,e0184768,01/01/2010,2010,United Kingdom,51,13,43.1742,0,7,26.42448,51.2286595,-0.1240068,amphibian,Rana temporaria,0,0,1,1,native,wild,mortality,NA,1,1,NA,0,0,1,1,1,NA,NA,2010,Rana,Rana,Anura,Ranidae
Screening of a long-term sample set reveals two Ranavirus lineages in British herpetofauna.,2017,PLoS One,12,e0184768,01/01/2010,2010,United Kingdom,50,55,47.88372,0,7,53.51772,50.9299677,-0.1315327,amphibian,Rana temporaria,0,0,1,1,native,wild,mortality,NA,1,1,NA,0,0,1,1,1,NA,NA,2010,Rana,Rana,Anura,Ranidae
Screening of a long-term sample set reveals two Ranavirus lineages in British herpetofauna.,2017,PLoS One,12,e0184768,01/01/2015,2015,United Kingdom,51,31,53.733,0,8,48.02712,51.5315925,-0.1466742,amphibian,Rana temporaria,0,0,1,1,native,wild,mortality,NA,1,0,NA,0,0,1,1,1,NA,NA,2015,Rana,Rana,Anura,Ranidae
Screening of a long-term sample set reveals two Ranavirus lineages in British herpetofauna.,2017,PLoS One,12,e0184768,01/01/1993,1993,United Kingdom,51,16,27.94692,0,8,48.97608,51.2744297,-0.1469378,amphibian,Rana temporaria,0,0,1,1,native,wild,mortality,NA,2,2,NA,0,0,1,1,1,NA,FV3,1993,Rana,Rana,Anura,Ranidae
